,0
0,http://www.theaccessbankukltd.co.uk
1,http://www.adambank.com
2,http://www.adib.co.uk
3,http://www.aldermore.co.uk
4,http://www.allfunds.com/en
5,http://www.allfunds.com/en
6,http://www.aib.ie
7,http://www.alpha-bank.uk
8,http://www.alrayanbank.co.uk
9,http://www.anz.com/unitedkingdom/en/personal
10,http://www.arabbank.com
11,http://www.arbuthnotlatham.co.uk
12,http://www.lhv.co.uk
13,http://www.atombank.co.uk
14,http://www.anz.com/institutional/global/united-kingdom/en
15,http://www.axisbankuk.co.uk
16,http://www.bbvauk.com
17,http://www.bancosabadelluk.com/cs/Satellite/BancoSabadellUK
18,http://www.bb.com.br/pbb/pagina-inicial/atendimento/bb-no-mundo/banco-do-brasil-in-london
19,http://www.bangkokbank.com
20,http://www.bankingcircle.com
21,http://www.jsafrasarasin.com
22,http://www.bankleumi.co.uk
23,http://www.bofaml.com/content/boaml/en_us/contactus.html
24,http://www.bankofamerica.com
25,http://www.bankofbaroda.in
26,http://www.bankofbeirut.co.uk
27,http://www.bankofchina.com/uk
28,http://www.hkbea.com
29,http://www.bankofindia.co.in
30,http://www.bankofireland.com
31,http://www.blme.com
32,http://www.bmo.com/main/personal
33,http://www.bankofscotland.co.uk
34,http://www.bot.com.tw/english/pages/default.aspx
35,http://www.bpiexpressonline.com/p/0/165/bpi-europe
36,http://www.banksepah.co.uk
37,http://www.banquehavilland.com
38,http://www.banquetransatlantique.com
39,http://www.barclays.co.uk
40,http://www.bayernlb.com
41,http://www.bira.co.uk
42,http://www.banorientfrance.com/london
43,http://www.bnf.bank
44,http://www.bnpparibas.co.uk/en
45,http://www.bacb.co.uk
46,http://www.caceis.com/who-we-are/where-to-find-us/united-kingdom
47,http://www.byblosbank.com/about/international-presence/countries/united-kingdom
48,http://www.caceis.com/who-we-are/where-to-find-us/united-kingdom
49,http://www.cafonline.org/about-us/about-caf-bank
50,http://www.caixabank.co.uk
51,http://www.ccbank.co.uk
52,http://www.castletrust.co.uk
53,http://www.caterallen.co.uk
54,http://www.charitybank.org
55,http://www.chartercourtfs.co.uk
56,http://www.citicbank.com
57,http://www.hoaresbank.co.uk
58,http://www.cimb.com/en/who-we-are/our-presence/united-kingdom.html
59,http://www.citibank.co.uk
60,http://www.clear.bank
61,http://www.clearstream.com/clearstream-en/products-and-services/market-coverage/europe-non-t2s/united-kingdom
62,http://www.closebrothers.com
63,http://www.cbonline.co.uk
64,http://www.commerzbank.co.uk
65,http://www.rabobank.com
66,http://www.coutts.com
67,http://www.cynergybank.co.uk
68,http://www.danskebank.com
69,http://www.chetwood.co
70,http://www.db.com
71,http://www.eabplc.com
72,http://www.fbnbank.co.uk
73,http://www.fcebank.com
74,http://www.gatehousebank.com
75,http://www.goldmansachs.com
76,http://www.gtbankuk.com
77,http://www.gib.com
78,http://www.habibbank.com
79,http://www.habibbankuk.com
80,http://www.halifax.co.uk
81,http://www.htb.co.uk
82,http://www.hsbc.co.uk
83,http://www.hsbcprivatebank.com/en
84,http://www.icbclondon.com
85,http://www.icbcstandardbank.com
86,http://www.investec.co.uk
87,http://www.itau.com.br
88,http://www.jordanbank.co.uk
89,http://www.jpmorgan.com
90,http://www.koreaexim.go.kr/site/main/index013
91,http://www.kingdom.bank
92,http://www.kbfg.com/Eng
93,http://www.lloydsbank.com
94,http://www.macquarie.com/uk
95,http://www.mellibank.co.uk
96,http://www.mcafundingforchurches.co.uk
97,http://www.metrobankonline.co.uk
98,http://www.morganstanley.com/about-us/global-offices/united-kingdom
99,http://www.nbeuk.com
100,http://www.nbk.com
101,http://www.nomura.com
102,http://www.oaknorth.com
103,http://www.osb.co.uk
104,http://www.paragonbank.co.uk
105,http://www.pnb.com.ph/europe
106,http://www.postoffice.co.uk
107,http://www.pnbint.com
108,http://www.raphaelsbank.com
109,http://www.rathbones.com
110,http://www.rbs.com
111,http://www.sainsburysbank.co.uk
112,http://www.santander.co.uk
113,http://www.schroders.com/en
114,"http://www.scotiabank.com/global/en/0,,6182,00.html"
115,http://www.securetrustbank.com
116,http://www.privatebanking.societegenerale.co.uk/en
117,http://www.shawbrook.co.uk
118,http://www.smith.williamson.co.uk
119,http://www.sonali-bank.com
120,http://www.sc.com/uk
121,http://www.starlingbank.com
122,http://www.tandem.co.uk
123,http://www.tescobank.com
124,http://www.co-operativebank.co.uk
125,http://www.tsb.co.uk
126,http://www.turkishbank.co.uk
127,http://www.ubs.com/uk/en.html
128,http://www.unionbankuk.com
129,http://www.unionbankofindiauk.co.uk
130,http://www.ubluk.com
131,http://www.utbank.co.uk
132,http://www.unity.co.uk
133,http://www.vanquis.co.uk
134,http://www.vtbcapital.com
135,http://www.weatherbys.co.uk
136,http://www.westpac.com.au
137,http://www.wyelandsbank.co.uk
138,http://www.zenith-bank.co.uk
139,http://www.rcbbank.com/
140,http://www.rvfbank.com/
141,http://www.salin.com/
142,http://www.securityfed.com/
