,0
0,http://www.theaccessbankukltd.co.uk
1,http://www.adambank.com
2,http://www.adib.co.uk
3,http://www.aldermore.co.uk
4,http://www.allfunds.com/en
5,http://www.allfunds.com/en
6,http://www.aib.ie
7,http://www.alpha-bank.uk
8,http://www.alrayanbank.co.uk
9,http://www.anz.com/unitedkingdom/en/personal
10,http://www.arabbank.com
11,http://www.arbuthnotlatham.co.uk
12,http://www.lhv.co.uk
13,http://www.atombank.co.uk
14,http://www.anz.com/institutional/global/united-kingdom/en
15,http://www.axisbankuk.co.uk
16,http://www.bbvauk.com
17,http://www.bancosabadelluk.com/cs/Satellite/BancoSabadellUK
18,http://www.bb.com.br/pbb/pagina-inicial/atendimento/bb-no-mundo/banco-do-brasil-in-london
19,http://www.bangkokbank.com
20,http://www.bankingcircle.com
21,http://www.jsafrasarasin.com
22,http://www.bankleumi.co.uk
23,http://www.bofaml.com/content/boaml/en_us/contactus.html
24,http://www.bankofamerica.com
25,http://www.bankofbaroda.in
26,http://www.bankofbeirut.co.uk
27,http://www.bankofchina.com/uk
28,http://www.hkbea.com
29,http://www.bankofindia.co.in
30,http://www.bankofireland.com
31,http://www.blme.com
32,http://www.bmo.com/main/personal
33,http://www.bpiexpressonline.com/p/0/165/bpi-europe
34,http://www.banksepah.co.uk
35,http://www.banquehavilland.com
36,http://www.banquetransatlantique.com
37,http://www.barclays.co.uk
38,http://www.bayernlb.com
39,http://www.bira.co.uk
40,http://www.banorientfrance.com/london
41,http://www.bnf.bank
42,http://www.bnpparibas.co.uk/en
43,http://www.bacb.co.uk
44,http://www.caceis.com/who-we-are/where-to-find-us/united-kingdom
45,http://www.byblosbank.com/about/international-presence/countries/united-kingdom
46,http://www.caceis.com/who-we-are/where-to-find-us/united-kingdom
47,http://www.cafonline.org/about-us/about-caf-bank
48,http://www.caixabank.co.uk
49,http://www.ccbank.co.uk
50,http://www.castletrust.co.uk
51,http://www.caterallen.co.uk
52,http://www.charitybank.org
53,http://www.chartercourtfs.co.uk
54,http://www.citicbank.com
55,http://www.hoaresbank.co.uk
56,http://www.cimb.com/en/who-we-are/our-presence/united-kingdom.html
57,http://www.citibank.co.uk
58,http://www.clear.bank
59,http://www.clearstream.com/clearstream-en/products-and-services/market-coverage/europe-non-t2s/united-kingdom
60,http://www.closebrothers.com
61,http://www.cbonline.co.uk
62,http://www.commerzbank.co.uk
63,http://www.rabobank.com
64,http://www.coutts.com
65,http://www.cynergybank.co.uk
66,http://www.danskebank.com
67,http://www.chetwood.co
68,http://www.db.com
69,http://www.eabplc.com
70,http://www.fbnbank.co.uk
71,http://www.fcebank.com
72,http://www.gatehousebank.com
73,http://www.goldmansachs.com
74,http://www.gtbankuk.com
75,http://www.gib.com
76,http://www.habibbank.com
77,http://www.habibbankuk.com
78,http://www.htb.co.uk
79,http://www.hsbc.co.uk
80,http://www.hsbcprivatebank.com/en
81,http://www.icbclondon.com
82,http://www.icbcstandardbank.com
83,http://www.investec.co.uk
84,http://www.itau.com.br
85,http://www.jordanbank.co.uk
86,http://www.jpmorgan.com
87,http://www.koreaexim.go.kr/site/main/index013
88,http://www.kingdom.bank
89,http://www.kbfg.com/Eng
90,http://www.macquarie.com/uk
91,http://www.mellibank.co.uk
92,http://www.mcafundingforchurches.co.uk
93,http://www.metrobankonline.co.uk
94,http://www.morganstanley.com/about-us/global-offices/united-kingdom
95,http://www.nbeuk.com
96,http://www.nbk.com
97,http://www.nomura.com
98,http://www.oaknorth.com
99,http://www.osb.co.uk
100,http://www.paragonbank.co.uk
101,http://www.pnb.com.ph/europe
102,http://www.postoffice.co.uk
103,http://www.raphaelsbank.com
104,http://www.rathbones.com
105,http://www.rbs.com
106,http://www.sainsburysbank.co.uk
107,http://www.santander.co.uk
108,http://www.schroders.com/en
109,"http://www.scotiabank.com/global/en/0,,6182,00.html"
110,http://www.securetrustbank.com
111,http://www.privatebanking.societegenerale.co.uk/en
112,http://www.shawbrook.co.uk
113,http://www.smith.williamson.co.uk
114,http://www.sonali-bank.com
115,http://www.sc.com/uk
116,http://www.starlingbank.com
117,http://www.tandem.co.uk
118,http://www.tescobank.com
119,http://www.co-operativebank.co.uk
120,http://www.tsb.co.uk
121,http://www.turkishbank.co.uk
122,http://www.ubs.com/uk/en.html
123,http://www.unionbankuk.com
124,http://www.unionbankofindiauk.co.uk
125,http://www.ubluk.com
126,http://www.utbank.co.uk
127,http://www.unity.co.uk
128,http://www.vanquis.co.uk
129,http://www.vtbcapital.com
130,http://www.weatherbys.co.uk
131,http://www.westpac.com.au
132,http://www.wyelandsbank.co.uk
133,http://www.zenith-bank.co.uk
134,http://www.rcbbank.com/
135,http://www.rvfbank.com/
136,http://www.salin.com/
137,http://www.securityfed.com/
138,http://www.securityfed.com/
139,http://www.secfedbank.com/
140,http://www.sjcb.com/
141,http://www.starbank.com/
142,http://www.starfinancial.com/
143,http://www.bathstatebank.com/
